id_obra,cidade,uf,tipo_empreendimento,empresa_responsavel,area_construida_m2,valor_contratado,valor_aditivos,valor_executado,valor_materiais,valor_mao_de_obra,valor_compras,qtd_funcionarios,prazo_previsto_dias,prazo_realizado_dias,qtd_medicoes,qtd_fornecedores
1372,Rio de Janeiro,RJ,residencial_padrao,Construtora Planalto,7478.0,25237115.26,721592.09,26571658.19,13872262.72,8476355.64,13833458.31,275,1415,1352,45,16
1373,Belo Horizonte,MG,residencial_popular,Construtora Serrana,619.0,952654.65,51909.36,986317.63,602424.06,327056.74,648465.95,17,120,117,3,14
1374,Campinas,SP,residencial_popular,Obras & Cia,2649.0,4142620.15,88795.17,4285599.5,2280271.03,1518665.57,2388550.44,86,437,437,14,11
1375,Campinas,SP,residencial_padrao,Construtora Horizonte,2492.0,8610200.9,265724.01,9547133.54,5589153.82,3715075.16,6001953.58,56,464,392,13,13
1376,Campinas,SP,residencial_padrao,Estrutural Engenharia,3421.0,12980674.9,409970.58,13711584.27,7026055.6,4348467.01,7717584.01,96,621,621,20,12
1377,Sao Paulo,SP,residencial_popular,Delta Obras,1569.0,2235660.1,91349.24,2285617.02,1358311.05,820061.79,1437038.12,50,265,285,9,17
1378,Belo Horizonte,MG,residencial_popular,Alfa Construcoes,2993.0,5980647.86,330361.89,5967831.86,3346368.38,2218599.51,3571446.52,80,523,515,17,17
1379,Goiania,GO,residencial_popular,Estrutural Engenharia,2252.0,4678205.82,140051.61,4733910.45,2913518.36,1780222.33,3027902.28,61,367,304,10,11
1380,Goiania,GO,residencial_popular,Delta Obras,3373.0,7023835.96,277329.77,7069502.34,3980087.87,2405053.89,4160457.87,100,432,376,12,13
1381,Sao Paulo,SP,residencial_padrao,Engenharia Vale Verde,2017.0,7271126.92,336687.21,7596914.88,4096051.76,2633404.41,4287978.0,58,344,368,12,18
1382,Uberlandia,MG,industrial,Construtora Planalto,1244.0,8434018.53,535842.08,9105825.99,4487533.81,3674641.91,4629943.33,34,186,180,6,12
1383,Sao Paulo,SP,residencial_padrao,Construtora Serrana,12441.0,41497031.82,2476697.79,45564267.96,25731071.69,14595334.35,27835683.16,452,1708,1820,60,4
1384,Contagem,MG,industrial,Delta Obras,2648.0,17592001.85,846013.64,17715623.79,9692965.09,6217244.49,10076307.02,64,497,534,17,15
1385,Uberlandia,MG,residencial_padrao,Obras & Cia,1541.0,4939459.69,60108.43,9103127.3,4378373.07,1305617.52,4693579.18,44,222,217,7,16
1386,Curitiba,PR,residencial_padrao,Engenharia Vale Verde,2383.0,7168687.14,279343.08,7539348.69,4310298.83,2635529.97,4651760.23,72,482,582,19,12
1387,Sao Paulo,SP,comercial,Beta Engenharia,2884.0,13113625.22,1032780.03,14139006.44,7753965.6,5022805.4,7593267.58,64,490,537,17,9
1388,Belo Horizonte,MG,residencial_padrao,Alfa Construcoes,6216.0,18252562.18,1461431.22,19329321.86,10281174.34,6622873.11,11191216.12,243,1256,1123,37,10
1389,Rio de Janeiro,RJ,comercial,Alfa Construcoes,1330.0,5301508.45,128819.16,5264487.24,3148251.9,1906311.06,3323370.36,44,278,266,8,14
1390,Sao Paulo,SP,residencial_popular,Construtora Horizonte,4086.0,6601385.66,413679.25,6947437.75,3765180.63,2856187.79,3754412.19,120,586,546,18,12
1391,Sao Paulo,SP,residencial_padrao,Construtora Atlantica,2666.0,6616530.2,205602.24,6958497.44,3968674.73,2253779.31,4177408.46,87,464,567,18,15
1392,Goiania,GO,residencial_padrao,Beta Engenharia,1516.0,4033235.11,90160.59,4068433.79,2390118.44,1494547.07,2547124.99,51,272,291,9,12
1393,Salvador,BA,comercial,Construtora Horizonte,3717.0,15819028.36,1029470.47,17653551.34,9588096.51,6803327.99,10228400.16,134,726,713,23,11
1394,Ribeirao Preto,SP,industrial,Estrutural Engenharia,5584.0,35052764.73,3223008.16,35884791.1,19837958.79,12587419.63,20938724.72,122,798,888,29,11
1395,Ribeirao Preto,SP,residencial_padrao,Construtora Horizonte,2843.0,8105582.9,37629.39,8230403.83,4168433.6,3176149.89,4389649.49,107,477,511,17,18
1396,Uberlandia,MG,residencial_popular,Alfa Construcoes,3273.0,4815356.57,481001.9,5474722.85,3273004.84,1969188.15,3583518.74,81,499,487,16,21
1397,Ribeirao Preto,SP,residencial_padrao,Estrutural Engenharia,2458.0,7126426.55,391692.5,7141222.42,4127533.23,2295138.01,4379800.81,75,424,419,13,14
1398,Rio de Janeiro,RJ,industrial,Construtora Horizonte,3559.0,21272979.94,626112.67,22641452.4,11701267.08,7871908.49,11646753.84,87,465,491,16,6
1399,Salvador,BA,residencial_padrao,Obras & Cia,1897.0,5504131.75,229357.73,5777273.98,3064703.16,1909457.4,3229507.82,57,371,1054,35,16
1400,Curitiba,PR,residencial_popular,Construtora Atlantica,4888.0,5451572.42,302897.28,9891843.49,5499144.41,2071748.71,5959988.91,155,755,804,26,8
1401,Curitiba,PR,residencial_padrao,Estrutural Engenharia,1452.0,4920499.52,141750.77,5104110.56,2706285.8,1913110.37,2714916.08,41,261,259,8,16
1402,Rio de Janeiro,RJ,residencial_popular,Estrutural Engenharia,4404.0,7981964.47,496980.79,8413330.41,4526544.78,2768828.74,4811058.43,121,931,854,28,16
1403,Ribeirao Preto,SP,industrial,Vertice Engenharia,3467.0,23238740.8,510100.01,22743169.6,14032018.63,8199984.38,14557135.78,114,620,591,19,18
1404,Sao Paulo,SP,comercial,Obras & Cia,2440.0,9197957.89,824048.28,9233023.7,5033560.67,3184436.86,5409780.48,95,352,392,13,20
1405,Sao Paulo,SP,industrial,Construtora Horizonte,4949.0,23140931.94,1053445.45,23634643.3,11437842.08,7475065.35,12011632.11,160,785,710,23,6
1406,Curitiba,PR,residencial_padrao,Alfa Construcoes,1800.0,4910069.56,307214.6,5376855.9,3047430.0,1905808.79,3299923.66,57,298,312,10,13
1407,Campinas,SP,residencial_popular,Construtora Planalto,3092.0,5592196.99,376853.21,6112629.0,3123214.73,2099400.75,3251708.74,84,718,805,26,12
1408,Uberlandia,MG,comercial,Engenharia Vale Verde,2909.0,16987542.51,752636.47,18399501.54,10148462.25,6669130.52,10677184.53,74,533,517,17,12
1409,Rio de Janeiro,RJ,comercial,Construtora Horizonte,2669.0,13337506.55,97312.24,13041512.45,6789959.76,4002607.33,7543042.28,73,418,394,13,14
1410,Belo Horizonte,MG,comercial,Construtora Serrana,5104.0,31227710.25,1751442.27,46044728.23,23707958.94,12729179.53,25634720.4,148,846,833,27,18
1411,Salvador,BA,residencial_padrao,Estrutural Engenharia,2617.0,9091341.27,368223.62,9392884.61,5170059.8,3511630.06,5683936.82,69,393,406,13,12
1412,Sao Paulo,SP,residencial_popular,Construtora Atlantica,1464.0,2515126.52,128118.0,2602766.57,1585786.09,948435.57,1730402.25,40,241,234,7,15
1413,Ribeirao Preto,SP,residencial_padrao,Construtora Atlantica,1505.0,4450605.02,189878.39,4698045.76,2670622.93,1562384.19,2841719.29,44,406,410,13,19
1414,Goiania,GO,industrial,Engenharia Vale Verde,6586.0,35007542.78,3064006.51,61679234.72,37938233.95,12712305.44,39888213.86,157,1008,987,32,12
1415,Curitiba,PR,industrial,Vertice Engenharia,2182.0,8934157.58,338047.09,8860459.63,5446092.77,3148153.46,5570507.39,69,486,467,15,19
1416,Goiania,GO,comercial,Construtora Serrana,2847.0,11950648.16,1184784.93,13947110.6,7565610.87,5766696.41,8260176.2,108,520,518,17,14
1417,Sao Paulo,SP,comercial,Construtora Planalto,13335.0,49952116.41,1407485.59,63473031.67,28766941.14,37211739.68,29303609.52,943,2080,2238,74,17
1418,Sao Paulo,SP,industrial,Delta Obras,3089.0,15276394.61,62867.25,15238192.47,8534817.63,5114699.56,8721969.15,106,660,680,22,9
1419,Contagem,MG,residencial_popular,Alfa Construcoes,2448.0,3588818.61,278349.99,3953045.62,2087298.69,1331738.3,2225316.92,77,455,521,17,18
1420,Contagem,MG,industrial,Construtora Serrana,1109.0,8005263.26,533293.55,8797475.24,4974853.23,3092028.78,5182507.2,30,192,214,7,8
1421,Sao Paulo,SP,residencial_popular,Delta Obras,8287.0,13619517.8,877921.39,14113584.29,7952070.81,4628014.4,8305394.61,211,1523,1695,56,18
1422,Sao Paulo,SP,residencial_popular,Construtora Planalto,15073.0,31105146.6,2022494.81,32257122.11,17616183.24,12670268.84,19400456.65,355,2274,2159,71,16
1423,Salvador,BA,residencial_popular,Alfa Construcoes,1417.0,2635321.96,22663.5,2730020.36,1555798.88,999044.34,1587631.18,41,295,262,8,17
1424,Campinas,SP,comercial,Beta Engenharia,5188.0,21096887.2,86150.4,20762878.36,9886552.76,7343815.17,10241220.81,158,684,634,21,16
1425,Curitiba,PR,residencial_padrao,Alfa Construcoes,4694.0,15651176.3,1212500.69,16385647.59,8510320.02,6190784.66,9387937.68,125,888,956,31,24
1426,Sao Paulo,SP,industrial,Vertice Engenharia,2059.0,12276010.34,1144703.65,13580686.88,7053054.4,4423426.31,7614819.83,50,285,340,11,15
1427,Sao Paulo,SP,residencial_padrao,Delta Obras,5858.0,20625321.93,1711874.18,21644540.43,12330401.36,7460478.29,12937144.67,145,886,1024,34,7
1428,Contagem,MG,residencial_padrao,Alfa Construcoes,1390.0,4038362.78,179949.46,4221058.13,2596432.62,1733494.37,2662826.97,36,215,232,7,16
1429,Campinas,SP,industrial,Alfa Construcoes,6931.0,48463075.87,536461.45,50169236.26,29383867.57,18033282.74,31850429.66,192,1125,1192,39,6
1430,Rio de Janeiro,RJ,residencial_padrao,Construtora Planalto,1647.0,6333222.65,432492.39,6759660.18,3565097.95,2425941.24,3849389.85,53,274,306,10,7
1431,Belo Horizonte,MG,residencial_popular,Construtora Atlantica,2405.0,4248534.8,60829.99,5211637.82,2712889.85,2948269.3,2872275.74,132,432,516,17,15
1432,Salvador,BA,industrial,Beta Engenharia,3476.0,20650680.97,353549.86,21051989.13,12334243.77,7359915.54,12833796.87,103,511,586,19,12
1433,Rio de Janeiro,RJ,residencial_padrao,Engenharia Mineira,3604.0,14010151.5,154336.66,13632532.78,7353892.06,4390791.97,7662568.92,83,741,682,22,11
1434,Contagem,MG,residencial_popular,Construtora Atlantica,3710.0,7768448.21,266564.69,8321461.88,4472920.46,3095124.72,4518979.18,105,599,684,22,8
1435,Curitiba,PR,industrial,Construtora Horizonte,1733.0,11186422.18,669431.97,12313669.23,6508991.05,4652311.04,7100183.49,64,267,300,10,13
1436,Belo Horizonte,MG,industrial,Beta Engenharia,1636.0,9553395.35,839747.16,10616243.18,5572834.83,3497653.91,5868013.76,40,208,193,6,16
1437,Salvador,BA,residencial_padrao,Vertice Engenharia,4961.0,13779946.23,215194.84,13747733.21,7519350.76,4945003.65,8004431.91,141,1005,1113,37,14
1438,Salvador,BA,residencial_popular,Construtora Planalto,1338.0,2397018.3,167369.95,2576769.79,1396643.26,834588.91,1540124.6,44,246,269,8,7
1439,Salvador,BA,comercial,Construtora Planalto,4073.0,20892297.71,1221391.33,22006797.98,11167878.93,7609900.93,11399533.24,108,612,714,23,16
1440,Belo Horizonte,MG,residencial_padrao,Beta Engenharia,2347.0,8010668.57,445838.18,8524797.89,4326780.88,2758208.33,4625598.23,59,450,496,16,12
1441,Campinas,SP,industrial,Construtora Planalto,6054.0,40723674.94,3403005.72,46653538.14,24345907.51,14948901.68,25035781.23,179,1470,1519,50,12
1442,Curitiba,PR,residencial_padrao,Construtora Planalto,2208.0,7651785.1,322349.48,7790279.95,4131022.09,2206511.92,4202406.98,70,364,354,11,12
1443,Uberlandia,MG,industrial,Engenharia Mineira,3247.0,20726065.76,1624823.2,22359177.43,10919262.6,7409862.48,11331801.07,98,535,622,20,18
1444,Sao Paulo,SP,residencial_popular,Construtora Serrana,4106.0,6563371.74,524719.11,7053987.93,3481861.57,2565225.61,3678617.58,121,687,681,22,17
1445,Salvador,BA,residencial_padrao,Beta Engenharia,3240.0,10888712.93,906249.59,11478521.48,5298511.02,4211954.7,5370749.33,90,514,564,18,10
1446,Curitiba,PR,residencial_padrao,Construtora Serrana,7024.0,25597530.84,443627.63,25255934.43,14616742.36,8719847.84,15593372.4,220,1198,1273,42,15
1447,Belo Horizonte,MG,residencial_padrao,Engenharia Vale Verde,2231.0,5790609.57,433993.23,6301512.05,4093274.23,2290112.03,4135354.06,71,348,402,13,10
1448,Curitiba,PR,industrial,Construtora Planalto,4593.0,26137656.16,2193742.82,28859380.86,17171096.08,10029277.15,18238403.38,140,862,975,32,16
1449,Ribeirao Preto,SP,comercial,Estrutural Engenharia,6317.0,23762092.68,238403.45,24114210.49,12718497.04,9006515.25,13282918.8,210,1043,1109,36,18
1450,Salvador,BA,residencial_padrao,Beta Engenharia,3499.0,10900434.23,742126.19,11743444.96,6302413.43,4705535.9,6871303.73,91,555,578,19,9
1451,Belo Horizonte,MG,residencial_padrao,Construtora Planalto,3136.0,10359008.98,704475.65,11369278.3,5938331.37,3746265.1,6493717.97,80,551,573,19,14
1452,Curitiba,PR,residencial_padrao,Alfa Construcoes,10588.0,34785714.11,1715663.88,34654616.28,18387878.03,13406639.07,19529203.72,811,1619,1948,64,7
1453,Rio de Janeiro,RJ,residencial_popular,Construtora Serrana,745.0,1515702.3,132751.97,1532239.67,870075.42,589184.75,923077.47,19,131,118,3,17
1454,Salvador,BA,residencial_padrao,Construtora Atlantica,1103.0,2777682.16,67655.6,3377686.72,1494937.7,2227751.86,1505540.4,79,170,171,5,14
1455,Uberlandia,MG,industrial,Engenharia Vale Verde,2525.0,15166782.35,787726.45,16135852.65,9032360.91,5519586.1,9561529.44,63,426,458,15,14
1456,Curitiba,PR,residencial_padrao,Construtora Atlantica,2258.0,7617963.87,575119.81,8118378.81,4358548.83,2717679.02,4361277.13,61,365,408,13,12
1457,Sao Paulo,SP,comercial,Construtora Serrana,2465.0,9582498.31,810219.34,9852112.67,6022646.88,3853476.75,6432321.5,80,330,337,11,13
1458,Rio de Janeiro,RJ,residencial_padrao,Construtora Atlantica,8960.0,29674848.15,1630537.2,30730801.72,14631554.01,10498936.46,15865547.09,235,1489,1444,48,15
1459,Rio de Janeiro,RJ,residencial_padrao,Engenharia Mineira,3697.0,12107788.96,1139759.42,13592189.37,5772926.42,4913377.62,6506721.13,134,636,667,22,13
1460,Goiania,GO,comercial,Construtora Atlantica,3217.0,16271878.08,410785.61,18274121.99,10161396.39,6503000.96,10148043.89,99,465,438,14,6
1461,Uberlandia,MG,comercial,Engenharia Vale Verde,5916.0,26797509.14,775563.15,26035745.62,14790651.02,9629014.68,14739594.06,145,894,1019,33,17
1462,Sao Paulo,SP,residencial_popular,Alfa Construcoes,4602.0,6191119.19,304912.53,6352597.8,3460940.98,2297379.56,3667699.15,113,665,651,21,15
1463,Ribeirao Preto,SP,residencial_popular,Construtora Atlantica,2713.0,5101655.0,59487.36,5534485.57,3169358.29,1838162.61,3511081.96,81,444,448,14,21
1464,Goiania,GO,residencial_padrao,Engenharia Mineira,5442.0,18847348.02,251952.34,19735531.08,12858474.68,7095363.79,13546439.11,151,772,773,25,13
1465,Curitiba,PR,comercial,Construtora Atlantica,1649.0,6822803.46,6368.8,7191613.5,4109573.55,2320285.24,4225301.55,39,238,250,8,13
1466,Salvador,BA,residencial_popular,Construtora Planalto,3626.0,8586965.38,474568.39,8850687.43,5013159.89,2972943.59,5054150.12,94,525,538,17,13
1467,Goiania,GO,residencial_popular,Construtora Horizonte,2766.0,4589922.26,306344.71,5174203.88,2942361.29,1899822.03,3167457.78,71,487,521,17,13
1468,Ribeirao Preto,SP,industrial,Engenharia Vale Verde,2462.0,11826539.89,17071.38,11771032.62,5584002.61,4299132.51,6024916.93,51,432,434,14,10
1469,Rio de Janeiro,RJ,residencial_popular,Estrutural Engenharia,3298.0,5267486.17,282045.19,5220111.34,3064492.83,1706348.02,3214531.35,118,595,611,20,14
1470,Ribeirao Preto,SP,residencial_popular,Beta Engenharia,4300.0,8774326.88,321308.36,9251090.89,5074516.73,3517943.39,5491592.67,112,889,873,29,13
1471,Salvador,BA,industrial,Engenharia Mineira,2949.0,20711363.04,1689904.44,23207155.63,13883022.3,7400534.1,14778186.6,92,630,647,21,20
1472,Curitiba,PR,residencial_padrao,Engenharia Vale Verde,3257.0,14010022.11,14202.76,14033682.93,7000343.42,5379347.59,7244909.14,102,463,529,17,19
1473,Ribeirao Preto,SP,industrial,Construtora Atlantica,2906.0,17279456.81,1449119.41,19601457.85,11069450.18,8021832.58,11920866.16,85,436,517,17,22
1474,Salvador,BA,industrial,Construtora Serrana,2675.0,17436887.33,383788.63,18052577.73,10257136.63,6346238.12,10669096.76,78,437,518,17,14
1475,Campinas,SP,industrial,Engenharia Mineira,1934.0,12851368.03,1091165.51,14622022.01,8161056.13,5369654.33,8531514.95,51,309,325,10,15
1476,Campinas,SP,industrial,Beta Engenharia,2641.0,19904228.77,1731719.42,20854219.56,10419209.2,6700156.59,10907884.15,66,408,434,14,17
1477,Uberlandia,MG,residencial_popular,Estrutural Engenharia,2638.0,4735147.65,169391.23,4733668.15,2391152.62,1765294.9,2528310.68,69,582,542,18,17
1478,Campinas,SP,comercial,Engenharia Vale Verde,1198.0,6098229.03,40464.28,6331860.26,4295068.21,1784347.8,4599422.39,46,188,194,6,15
1479,Ribeirao Preto,SP,residencial_popular,Engenharia Mineira,4404.0,6332558.02,528870.86,6777187.62,3347201.28,2696291.25,3507799.06,98,631,622,20,14
1480,Contagem,MG,residencial_padrao,Alfa Construcoes,3710.0,12166320.53,470478.14,12617632.3,7598132.29,4417573.89,7888001.66,115,667,625,20,11
1481,Contagem,MG,industrial,Beta Engenharia,2688.0,17832112.71,208004.31,18347689.1,9972811.03,6156691.83,10525591.97,82,624,701,23,15
1482,Uberlandia,MG,industrial,Engenharia Vale Verde,1429.0,8861948.41,84967.95,9001447.76,4452922.01,3211298.01,4668442.15,36,220,178,5,17
1483,Contagem,MG,residencial_padrao,Obras & Cia,1464.0,4560633.72,192694.56,4519359.77,2613017.25,1685270.01,2747350.6,47,280,316,10,8
1484,Ribeirao Preto,SP,residencial_popular,Beta Engenharia,2841.0,3900630.71,179508.78,3920584.9,2252546.26,1215019.44,2398869.58,80,517,578,19,6
1485,Ribeirao Preto,SP,industrial,Obras & Cia,6699.0,48875561.18,2105544.15,50519704.75,26501015.32,17222785.01,28258409.41,216,1014,1237,41,14
1486,Rio de Janeiro,RJ,comercial,Estrutural Engenharia,4395.0,19593690.88,381760.54,19655663.87,11463673.42,6786138.09,11784941.47,133,871,1053,35,14
1487,Campinas,SP,comercial,Delta Obras,4067.0,20136367.16,296334.6,19787889.94,10698219.39,7579469.78,11066003.27,132,664,723,24,21
1488,Uberlandia,MG,residencial_padrao,Construtora Planalto,4271.0,11451162.09,499681.7,14517988.61,5743128.21,9852496.93,6080258.47,341,1087,1320,44,11
1489,Contagem,MG,comercial,Delta Obras,1444.0,5676824.91,278127.86,6019645.88,3045638.19,1913103.63,3072514.65,37,219,261,8,12
1490,Rio de Janeiro,RJ,industrial,Construtora Horizonte,2521.0,13948791.87,232998.12,25170333.21,14841502.42,4745551.95,16028140.45,72,439,436,14,12
1491,Sao Paulo,SP,residencial_popular,Construtora Serrana,3476.0,6408537.7,417122.7,7326522.98,4412035.21,2405796.7,4596420.99,102,568,564,18,16
1492,Goiania,GO,residencial_padrao,Alfa Construcoes,1696.0,5058453.39,14199.08,5376778.16,3172666.72,2034194.71,3306137.73,50,350,389,12,16
1493,Uberlandia,MG,residencial_popular,Obras & Cia,3659.0,6393343.52,171610.91,6598444.66,3864550.03,2018421.54,4143113.3,104,710,627,20,14
1494,Curitiba,PR,comercial,Construtora Atlantica,3561.0,20915191.52,275404.45,21796628.08,11594732.97,7292324.24,11938803.5,144,506,505,16,11
1495,Goiania,GO,industrial,Engenharia Vale Verde,2691.0,20417002.03,713362.75,20077523.09,10757980.19,6404112.82,11614854.73,73,490,517,17,13
1496,Curitiba,PR,residencial_padrao,Construtora Atlantica,4167.0,8333529.69,315429.6,9189487.49,5541675.98,2707106.42,5766652.65,143,565,604,20,11
1497,Contagem,MG,residencial_padrao,Engenharia Mineira,809.0,2193819.84,83156.1,2334743.41,1102810.06,790463.2,1191355.31,29,130,137,4,21
1498,Contagem,MG,residencial_padrao,Construtora Atlantica,4571.0,11898967.11,588818.68,12687217.95,6865874.14,4267069.81,7180555.32,116,709,701,23,15
1499,Goiania,GO,comercial,Delta Obras,1967.0,9051380.14,470718.18,9504100.12,4607337.73,3728675.98,4730673.59,49,357,356,11,19
1500,Curitiba,PR,residencial_padrao,Construtora Atlantica,4362.0,13391999.75,1172771.9,14275679.4,8367869.32,4699519.4,9159090.61,130,725,805,26,15
1501,Ribeirao Preto,SP,residencial_padrao,Beta Engenharia,2937.0,10579715.03,213329.29,10752169.87,5918117.61,4042144.46,6196296.59,66,499,514,17,14
1502,Ribeirao Preto,SP,residencial_popular,Engenharia Mineira,2286.0,4763926.76,1148.77,4695794.54,2813069.2,1862048.36,3059666.99,74,407,486,16,15
1503,Sao Paulo,SP,industrial,Estrutural Engenharia,4269.0,29484143.75,1575296.18,31263910.4,18353866.36,9854115.24,19278357.28,145,818,822,27,16
1504,Curitiba,PR,residencial_padrao,Beta Engenharia,3059.0,8209948.46,324289.93,8823904.12,4825191.71,3034721.78,5120508.93,123,475,616,20,14
1505,Uberlandia,MG,residencial_popular,Engenharia Mineira,4323.0,9559593.28,549690.99,9455534.99,5413633.74,4039006.51,5785405.46,147,694,657,21,19
1506,Rio de Janeiro,RJ,residencial_popular,Construtora Serrana,1941.0,3228636.08,158471.65,3397620.35,1792692.88,1072435.63,1781665.95,67,318,358,11,12
1507,Uberlandia,MG,industrial,Obras & Cia,2082.0,12046013.63,669723.41,13093685.01,8300092.49,3890729.46,8628901.8,50,429,469,15,19
1508,Belo Horizonte,MG,residencial_popular,Construtora Atlantica,3925.0,8792885.47,305704.03,9081675.07,4801525.98,2927937.46,5182329.84,139,676,715,23,12
1509,Campinas,SP,industrial,Construtora Horizonte,10746.0,63299971.39,4208151.04,69564416.78,38927089.09,27351342.48,41065767.83,318,2349,2162,72,7
1510,Salvador,BA,comercial,Construtora Horizonte,5585.0,25250748.95,1951871.27,26513968.15,15242624.43,8639975.97,15554163.25,136,888,915,30,17
1511,Contagem,MG,residencial_padrao,Estrutural Engenharia,3610.0,10225030.58,748112.41,10782335.41,6601384.07,3712723.98,7091292.01,93,521,512,17,19
1512,Salvador,BA,residencial_popular,Alfa Construcoes,2619.0,4736923.8,39603.23,5692656.97,2923374.19,3219242.66,2986917.92,159,402,490,16,13
1513,Belo Horizonte,MG,residencial_padrao,Engenharia Mineira,2142.0,6992528.0,172492.98,7312252.39,4116351.78,2546662.71,4273963.06,70,325,310,10,17
1514,Goiania,GO,residencial_padrao,Construtora Serrana,1404.0,4153688.89,66428.95,4211219.9,2080442.74,1522606.47,2183839.69,31,242,276,9,9
1515,Ribeirao Preto,SP,residencial_popular,Vertice Engenharia,4276.0,8855308.2,509417.26,9371489.81,4636421.19,3229072.44,4984652.05,130,737,707,23,12
1516,Rio de Janeiro,RJ,residencial_popular,Alfa Construcoes,3092.0,4790816.1,459853.84,4999042.98,2546680.52,1953676.95,2663128.83,69,521,545,18,17
1517,Goiania,GO,residencial_padrao,Construtora Atlantica,3303.0,10496788.93,727401.45,11549022.74,5828241.26,4472522.57,6073788.35,108,536,554,18,21
1518,Contagem,MG,industrial,Construtora Serrana,4677.0,32662224.5,2828529.39,37002088.75,21252049.64,13136834.69,23104700.51,135,776,921,30,21
1519,Curitiba,PR,residencial_popular,Engenharia Vale Verde,2376.0,5145925.06,126016.99,5321853.83,2858501.23,1915606.06,2999564.68,75,389,416,13,13
1520,Ribeirao Preto,SP,comercial,Construtora Serrana,4841.0,20848377.1,126056.74,21023489.73,10523731.64,7782514.98,11096053.73,100,675,747,24,15
1521,Rio de Janeiro,RJ,residencial_popular,Construtora Horizonte,1805.0,2464282.01,83547.03,2544181.8,1185025.0,848918.02,1235473.42,53,329,336,11,21
1522,Rio de Janeiro,RJ,comercial,Engenharia Mineira,2881.0,12907400.5,774159.62,13365873.08,7891491.63,4509732.04,8026902.59,82,472,421,14,14
1523,Curitiba,PR,comercial,Obras & Cia,3735.0,22637299.33,435278.99,24075497.63,15938062.19,8974013.85,16812935.99,93,672,711,23,12
1524,Goiania,GO,industrial,Construtora Planalto,2114.0,13470674.29,1195806.69,13818382.42,6795572.64,4360832.83,6955342.28,57,342,1019,33,18
1525,Ribeirao Preto,SP,residencial_popular,Delta Obras,4041.0,7485628.52,612436.33,8321428.78,4701971.86,3229814.09,4606175.54,120,702,801,26,21
1526,Salvador,BA,residencial_padrao,Construtora Horizonte,1660.0,4459512.21,74383.42,4490614.18,2189907.77,1659265.5,2344038.02,41,293,306,10,14
1527,Sao Paulo,SP,residencial_popular,Construtora Atlantica,723.0,1128432.31,70551.26,1159936.14,625979.47,401590.46,644927.5,20,120,123,4,13
1528,Contagem,MG,residencial_padrao,Engenharia Vale Verde,1249.0,4256216.38,230979.77,4657018.81,2671462.23,1793427.22,2724009.59,37,249,247,8,20
1529,Contagem,MG,industrial,Construtora Planalto,1679.0,9381496.62,7938.17,9554389.97,4582357.94,2884565.85,4878785.1,66,297,315,10,16
1530,Curitiba,PR,residencial_popular,Construtora Planalto,4547.0,8508807.84,679622.94,9198829.21,5200344.32,3693763.35,5583036.15,110,825,831,27,14
1531,Goiania,GO,industrial,Construtora Planalto,1801.0,12857951.82,1054028.66,13784402.95,7935245.55,4916716.99,8503368.18,63,306,319,10,17
1532,Ribeirao Preto,SP,residencial_popular,Alfa Construcoes,1736.0,3098305.17,119019.65,3379839.76,1937695.45,1191210.69,2032697.29,42,314,326,10,10
1533,Sao Paulo,SP,residencial_padrao,Construtora Serrana,9948.0,33590660.74,1954320.96,35422932.66,20204745.95,12131590.46,20891017.95,313,1586,1619,53,13
1534,Campinas,SP,residencial_padrao,Construtora Atlantica,2723.0,8319468.2,4893213.34,13409196.26,5175873.76,3282311.19,5397297.08,84,527,528,17,15
1535,Sao Paulo,SP,residencial_padrao,Alfa Construcoes,3128.0,8650623.18,106840.61,8972741.37,4764735.77,2915144.88,4846615.78,84,440,447,14,14
1536,Goiania,GO,comercial,Obras & Cia,7970.0,49500635.59,3061131.37,52408018.7,27317266.71,17926521.63,28340255.95,204,1348,1317,43,14
1537,Curitiba,PR,comercial,Obras & Cia,1649.0,5520252.45,1875348.88,7285601.29,3047886.69,1892334.53,3250396.3,37,255,236,7,9
1538,Campinas,SP,residencial_padrao,Beta Engenharia,1260.0,4496566.3,147522.55,4852139.6,3022035.32,1662112.04,3212934.81,43,193,194,6,10
1539,Contagem,MG,residencial_popular,Engenharia Mineira,2362.0,4059593.37,228749.48,4187312.8,2593625.4,1299106.31,2849001.3,78,393,397,13,13
1540,Rio de Janeiro,RJ,comercial,Vertice Engenharia,5406.0,22794942.67,906725.2,23145571.37,11812064.31,7304996.3,12247608.2,149,1209,1264,42,21
1541,Campinas,SP,residencial_popular,Beta Engenharia,2225.0,3227989.44,49846.43,3049951.39,1812909.91,1047940.05,2003154.88,84,330,343,11,13
1542,Sao Paulo,SP,industrial,Construtora Horizonte,4180.0,31795650.79,2570517.52,33753871.1,17209259.18,10428098.38,18830315.13,134,581,634,21,16
1543,Belo Horizonte,MG,residencial_padrao,Beta Engenharia,4148.0,13244722.27,1047658.97,14590808.21,7940917.74,4757332.38,8480858.88,119,649,657,21,10
1544,Contagem,MG,comercial,Construtora Serrana,4637.0,19607705.3,1262653.76,21735849.16,11647085.19,7195072.93,12883621.75,133,625,586,19,17
1545,Contagem,MG,comercial,Construtora Planalto,3026.0,13057785.68,944776.34,14457229.29,7506119.38,5018910.18,7603435.7,70,437,457,15,10
